t,geometry,alt,trajectory_id,title,storage_path,size,format,camera_model,place_id,osm_type,display_name,boundingbox,address,dew_point,max_temperature,min_temperature,pressure,wind_direction_max,wind_direction_min,wind_speed_max,wind_speed_min
2021-12-08 13:28:42,POINT (26.569186805555557 39.08517975),96.119,1,DJI_0058.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0058.JPG,8.95,JPG,DJI_FC6520,162166559,way,"University of Aegean, Πανεπιστημίου, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.082758', '39.0865758', '26.5674222', '26.570065']","{'amenity': 'University of Aegean', 'road': 'Πανεπιστημίου', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:28:47,POINT (26.569114666666668 39.08512325),97.319,1,DJI_0059.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0059.JPG,8.72,JPG,DJI_FC6520,162166559,way,"University of Aegean, Πανεπιστημίου, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.082758', '39.0865758', '26.5674222', '26.570065']","{'amenity': 'University of Aegean', 'road': 'Πανεπιστημίου', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:28:52,POINT (26.56906288888889 39.08506911111111),101.019,1,DJI_0060.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0060.JPG,8.71,JPG,DJI_FC6520,162166559,way,"University of Aegean, Πανεπιστημίου, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.082758', '39.0865758', '26.5674222', '26.570065']","{'amenity': 'University of Aegean', 'road': 'Πανεπιστημίου', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:29:01,POINT (26.568960722222222 39.08491466666667),105.019,1,DJI_0061.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0061.JPG,8.53,JPG,DJI_FC6520,162166559,way,"University of Aegean, Πανεπιστημίου, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.082758', '39.0865758', '26.5674222', '26.570065']","{'amenity': 'University of Aegean', 'road': 'Πανεπιστημίου', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:29:04,POINT (26.56892886111111 39.08486466666667),106.019,1,DJI_0062.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0062.JPG,8.65,JPG,DJI_FC6520,340996249,way,"1, ΞΕΝΙΑ, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.0845891', '39.085146', '26.5688929', '26.5694848']","{'house_number': '1', 'road': 'ΞΕΝΙΑ', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:29:08,POINT (26.568870222222223 39.08478675),108.519,1,DJI_0063.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0063.JPG,8.91,JPG,DJI_FC6520,162166559,way,"University of Aegean, Πανεπιστημίου, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.082758', '39.0865758', '26.5674222', '26.570065']","{'amenity': 'University of Aegean', 'road': 'Πανεπιστημίου', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:29:16,POINT (26.56879877777778 39.084683444444444),115.619,1,DJI_0064.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0064.JPG,9.2,JPG,DJI_FC6520,162166559,way,"University of Aegean, Πανεπιστημίου, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.082758', '39.0865758', '26.5674222', '26.570065']","{'amenity': 'University of Aegean', 'road': 'Πανεπιστημίου', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:29:21,POINT (26.568837833333333 39.08464161111112),115.519,1,DJI_0065.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0065.JPG,8.57,JPG,DJI_FC6520,340996248,way,"2, ΞΕΝΙΑ, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.0844232', '39.0847427', '26.5687532', '26.5692653']","{'house_number': '2', 'road': 'ΞΕΝΙΑ', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:29:35,POINT (26.56901461111111 39.08460352777778),119.719,1,DJI_0067.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0067.JPG,9.18,JPG,DJI_FC6520,340996248,way,"2, ΞΕΝΙΑ, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.0844232', '39.0847427', '26.5687532', '26.5692653']","{'house_number': '2', 'road': 'ΞΕΝΙΑ', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:31:14,POINT (26.569356166666665 39.084896722222226),85.819,1,DJI_0069.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0069.JPG,9.31,JPG,DJI_FC6520,340996249,way,"1, ΞΕΝΙΑ, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.0845891', '39.085146', '26.5688929', '26.5694848']","{'house_number': '1', 'road': 'ΞΕΝΙΑ', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:31:30,POINT (26.56936963888889 39.084860444444445),83.119,1,DJI_0070.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0070.JPG,8.85,JPG,DJI_FC6520,340996249,way,"1, ΞΕΝΙΑ, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.0845891', '39.085146', '26.5688929', '26.5694848']","{'house_number': '1', 'road': 'ΞΕΝΙΑ', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:31:34,POINT (26.569370499999998 39.08486027777778),81.219,1,DJI_0071.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0071.JPG,9.47,JPG,DJI_FC6520,340996249,way,"1, ΞΕΝΙΑ, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.0845891', '39.085146', '26.5688929', '26.5694848']","{'house_number': '1', 'road': 'ΞΕΝΙΑ', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:31:43,POINT (26.569381444444446 39.084853333333335),81.019,1,DJI_0072.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0072.JPG,8.35,JPG,DJI_FC6520,340996249,way,"1, ΞΕΝΙΑ, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.0845891', '39.085146', '26.5688929', '26.5694848']","{'house_number': '1', 'road': 'ΞΕΝΙΑ', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:31:47,POINT (26.569380527777778 39.08485438888889),79.719,1,DJI_0073.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0073.JPG,8.31,JPG,DJI_FC6520,340996249,way,"1, ΞΕΝΙΑ, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.0845891', '39.085146', '26.5688929', '26.5694848']","{'house_number': '1', 'road': 'ΞΕΝΙΑ', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:31:52,POINT (26.569379805555556 39.08485491666667),79.619,1,DJI_0074.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0074.JPG,8.83,JPG,DJI_FC6520,340996249,way,"1, ΞΕΝΙΑ, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.0845891', '39.085146', '26.5688929', '26.5694848']","{'house_number': '1', 'road': 'ΞΕΝΙΑ', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
2021-12-08 13:31:56,POINT (26.569380166666665 39.084855250000004),79.219,1,DJI_0075.JPG,C:\Users\andre\Andreas\Ευφυή Συστήματα Πληροφορικής\movingpandas\tutorials\photosets\inspire_2\DJI_0075.JPG,8.41,JPG,DJI_FC6520,340996249,way,"1, ΞΕΝΙΑ, Λόφος Ξενία, Vareia, Mytilene Municipal Unit, Municipality of Mytilene, Lesbos Regional Unit, Northern Aegean, Aegean, 811 00, Greece","['39.0845891', '39.085146', '26.5688929', '26.5694848']","{'house_number': '1', 'road': 'ΞΕΝΙΑ', 'neighbourhood': 'Λόφος Ξενία', 'village': 'Vareia', 'city': 'Mytilene Municipal Unit', 'municipality': 'Municipality of Mytilene', 'county': 'Lesbos Regional Unit', 'state_district': 'Northern Aegean', 'ISO3166-2-lvl5': 'GR-K', 'state': 'Aegean', 'postcode': '811 00', 'country': 'Greece', 'country_code': 'gr'}",9.0,14.0,14.0,1010.0,230.0,230.0,14.8,14.8
